Year,Member State,Region,8 Types of Farming,Economic Size,(SE010) Total labour input (AWU),(SE025) Total Utilised Agricultural Area (ha),(SE080) Total livestock units (LU),(SE131) Total output (€/farm),(SE132) Total output / Total input (ratio),(SE135) Total output crops & crop production (€/farm),(SE136) Total crops output (€/ha),(SE206) Total output livestock & livestock products (€/farm),(SE270) Total Inputs (€),(SE281) Total specific costs (€),(SE284) Specific crop costs (€/ha),(SE285) Seeds and plants (€),(SE295) Fertilisers (€),(SE300) Crop protection (€),(SE305) Other crop specific costs (€),(SE309) Specific livestock costs (€/LU),(SE345) Energy (€),(SE410) Gross Farm Income (€),(SE415) Farm Net Value Added (€),(SE425) Farm Net Value Added (€/AWU),(SE605) Total subsidies - excluding on investments (€)
2019,EU27_2020,(222) Piemonte,(8) Mixed,(5) 100 000 - < 500 000 EUR,1.69,61.79,52.09,194257,1.49,84480,1367.3,102366,130681,73789,392.17,5692,8432,5103,5004,934.79,16517,111241,98371,58301.89,24661
2019,EU27_2020,(230) Lombardia,(1) Fieldcrops,(2) 8 000 - < 25 000 EUR,0.95,9.88,0,15448,0.98,14481,1473.13,28,15741,4233,426.9,1449,1526,894,351,-,3098,6403,4426,4650,3488
2019,EU27_2020,(230) Lombardia,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,1.31,18.69,0.08,35385,1.09,32922,1806.26,109,32520,8214,416.69,2794,2579,1793,621,661.15,6048,18586,13998,10695.2,6979
2019,EU27_2020,(230) Lombardia,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,1.43,36.74,0.28,63779,1.03,60547,1680.65,109,62060,16371,440.4,5342,5743,4021,1077,185.17,8469,34574,27959,19497.18,14247
2019,EU27_2020,(230) Lombardia,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,1.88,72.12,1.72,215352,1.5,147612,2120.31,759,143352,54672,633.04,13896,13961,12807,4990,415.8,19076,142261,133034,70823.85,38572
2019,EU27_2020,(230) Lombardia,(1) Fieldcrops,(6) >= 500 000 EUR,4.69,137.06,0,683041,1.25,679283,5022.61,0,546843,236480,1722.74,95991,44330,34568,61226,-,39777,372013,363379,77556.56,86419
2019,EU27_2020,(230) Lombardia,(2) Horticulture,(2) 8 000 - < 25 000 EUR,3,0.4,0,66342,7.74,66342,165855,0,8566,6697,16742.5,3232,500,2965,0,-,795,63458,63458,21152.67,0
2019,EU27_2020,(230) Lombardia,(2) Horticulture,(3) 25 000 - < 50 000 EUR,1,0.96,0,7702,0.87,7702,8022.92,0,8898,49,51.04,49,0,0,0,-,2597,1823,-159,-159,0
2019,EU27_2020,(230) Lombardia,(2) Horticulture,(4) 50 000 - < 100 000 EUR,0.83,1.19,0,103333,2.06,74823,63141.77,0,50158,23334,13999.58,6674,1342,642,7933,-,1369,66740,65191,78543.37,0
2019,EU27_2020,(230) Lombardia,(2) Horticulture,(5) 100 000 - < 500 000 EUR,1.67,11.06,0,127030,3.46,127030,11485.53,0,36703,7856,710.31,2812,225,797,4022,-,3405,122501,122501,73353.89,1977
2019,EU27_2020,(230) Lombardia,(2) Horticulture,(6) >= 500 000 EUR,3.91,44.45,0,627077,1.81,627077,14898.48,0,347103,168697,3795.21,120891,7737,4371,35698,-,25909,352013,343964,87982.33,6067
2019,EU27_2020,(230) Lombardia,(3) Wine,(2) 8 000 - < 25 000 EUR,0.61,2.3,0,15842,2.33,15842,7240.45,0,6796,2381,1036.85,118,237,987,1038,-,667,12010,10493,17173.32,891
2019,EU27_2020,(230) Lombardia,(3) Wine,(3) 25 000 - < 50 000 EUR,0.84,4.83,0,26291,1.68,26006,5796.06,0,15635,4963,1027.25,635,936,1726,1667,-,1198,17629,14659,17467.64,2316
2019,EU27_2020,(230) Lombardia,(3) Wine,(4) 50 000 - < 100 000 EUR,1.08,9.43,0,37337,1.43,36731,4152.7,0,26172,8855,939.02,1444,1260,2541,3610,-,2381,24412,18811,17380.51,4149
2019,EU27_2020,(230) Lombardia,(3) Wine,(5) 100 000 - < 500 000 EUR,2.02,13.74,0,91112,1.33,84895,6367.58,0,68541,19133,1375.68,2996,3565,5374,6971,-,5514,58663,46235,22945.25,9364
2019,EU27_2020,(230) Lombardia,(4) Other permanent crops,(2) 8 000 - < 25 000 EUR,0.82,2.44,0,17019,1.5,16994,7196.5,0,11362,4467,1829.56,374,629,1871,1594,-,1436,10480,7496,9120.17,1718
2019,EU27_2020,(230) Lombardia,(4) Other permanent crops,(3) 25 000 - < 50 000 EUR,1.08,4.78,0,29387,1.15,26847,5729.72,0,25526,10417,2177.21,1076,1641,4265,3435,-,1965,15667,10545,9732.89,4647
2019,EU27_2020,(230) Lombardia,(4) Other permanent crops,(4) 50 000 - < 100 000 EUR,1.18,11.39,0,71868,1.54,68877,6055.87,0,46555,18486,1607.96,1026,4445,8642,4199,-,3903,49367,39891,33710.83,9202
2019,EU27_2020,(230) Lombardia,(4) Other permanent crops,(5) 100 000 - < 500 000 EUR,1.28,31.45,0,97804,0.86,97804,3110.17,0,114007,38413,1221.52,4019,19106,13272,2017,-,8128,34348,8697,6785.12,14143
2019,EU27_2020,(230) Lombardia,(5) Milk,(3) 25 000 - < 50 000 EUR,1.26,14.49,13.28,24129,1.4,8125,560.86,16004,17250,9220,57.69,69,553,213,0,631.53,2215,12047,11999,9548.63,3119
2019,EU27_2020,(230) Lombardia,(5) Milk,(4) 50 000 - < 100 000 EUR,1,6.01,23.8,46785,2.03,9174,1526.46,37611,23020,16318,390.68,559,1319,288,182,586.97,1907,30428,28478,28478.44,1952
2019,EU27_2020,(230) Lombardia,(5) Milk,(5) 100 000 - < 500 000 EUR,2.11,37.06,112.91,374553,1.78,40514,1093.53,333446,210987,146219,278.83,2895,5305,1455,679,1178.57,18683,208432,201733,95788.6,18535
2019,EU27_2020,(230) Lombardia,(5) Milk,(6) >= 500 000 EUR,3.99,84.25,357.07,997275,1.49,127367,1516.76,869088,667392,426435,637.02,13421,27571,10218,2457,1043.72,52290,476296,456316,114266.21,51252
2019,EU27_2020,(230) Lombardia,(6) Other grazing livestock,(2) 8 000 - < 25 000 EUR,0.6,6.64,4.43,11847,1.07,7367,1111.53,4480,11046,5248,282.86,711,343,125,700,761.36,2190,1761,1065,1762.91,1847
2019,EU27_2020,(230) Lombardia,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,1.79,5.24,13.52,53566,2.25,6132,1170.44,44235,23841,15376,249.85,362,628,229,90,733.16,1484,34088,33449,18683.92,1756
2019,EU27_2020,(230) Lombardia,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,1.05,9.55,34.67,49759,2.18,11070,1158.73,35460,22814,12355,177.45,435,849,285,127,307.48,2350,37018,35784,34137.47,3364
2019,EU27_2020,(230) Lombardia,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,2.03,39.23,146.77,198833,1.03,73286,1869.73,123998,192365,116895,451.84,5302,8618,3659,146,648.17,15468,63084,48996,24139.35,24865
2019,EU27_2020,(230) Lombardia,(6) Other grazing livestock,(6) >= 500 000 EUR,3.5,98.36,422.46,626319,1.16,123291,1253.46,399449,538819,340249,344.33,8144,22919,2800,5,513.52,22030,271007,268755,76681.34,36007
2019,EU27_2020,(230) Lombardia,(7) Granivores,(3) 25 000 - < 50 000 EUR,1,3.97,5.88,57506,0.69,7506,1890.68,50000,83333,59363,1292.19,1200,3015,915,0,9223.3,3255,-10523,-19099,-19099,1616
2019,EU27_2020,(230) Lombardia,(7) Granivores,(5) 100 000 - < 500 000 EUR,1.6,10.4,173.63,157632,1.63,16367,1574.07,128880,96820,76720,508.9,2138,2108,1027,20,411.38,6099,77408,72843,45527.13,3482
2019,EU27_2020,(230) Lombardia,(7) Granivores,(6) >= 500 000 EUR,2.38,34.89,766.53,601911,1.59,57491,1671.77,507340,379491,259348,700.68,5605,11612,6060,1169,299.4,33996,279930,264283,111260.99,13077
2019,EU27_2020,(230) Lombardia,(8) Mixed,(2) 8 000 - < 25 000 EUR,0.46,0.71,0,7516,1.11,200,322.58,6300,6800,1822,69.01,33,0,16,0,-,779,5141,2747,5929.5,2000
2019,EU27_2020,(230) Lombardia,(8) Mixed,(3) 25 000 - < 50 000 EUR,0.73,5.91,6.3,21803,1.15,6769,1180.95,14703,19028,8715,379.19,642,953,481,165,659.02,1307,10735,7826,10745.32,2829
2019,EU27_2020,(230) Lombardia,(8) Mixed,(4) 50 000 - < 100 000 EUR,1.17,13.37,14.74,30231,1.47,14806,1120.45,14548,20508,8872,366.08,1169,2691,740,293,207.08,3795,21297,18351,15707.35,6631
2019,EU27_2020,(230) Lombardia,(8) Mixed,(5) 100 000 - < 500 000 EUR,1.65,64.83,41.2,122756,1.53,85883,1339.53,35609,80056,28548,250.92,6395,6038,3204,631,273.69,14170,89982,81720,49613.1,29108
2019,EU27_2020,(230) Lombardia,(8) Mixed,(6) >= 500 000 EUR,3.27,99.76,663.89,1339630,1.58,159717,1612.02,1113808,847890,588316,864.54,27558,39003,19689,0,731.17,64023,606624,594495,181670.94,49885
2019,EU27_2020,(221) Valle d'Aosta,(1) Fieldcrops,(2) 8 000 - < 25 000 EUR,1.56,4.08,0.02,97428,1.51,24756,6067.65,110,64513,21283,664.71,113,674,1925,0,47.62,5794,62303,33747,21632.69,769
2019,EU27_2020,(221) Valle d'Aosta,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,1.64,9.91,0,48380,1.16,48380,4881.94,0,41864,7154,721.9,2628,0,0,4526,-,1986,40375,27373,16733.95,7310
2019,EU27_2020,(221) Valle d'Aosta,(2) Horticulture,(3) 25 000 - < 50 000 EUR,3.48,0.81,0,273032,1.45,246036,305634.78,12150,188101,106698,127326.09,94113,5999,2291,95,-,14316,143425,136476,39180.08,255
2019,EU27_2020,(221) Valle d'Aosta,(3) Wine,(2) 8 000 - < 25 000 EUR,1.56,1.67,0,30493,2.14,28374,17024.6,0,14260,4655,2624.4,32,428,1174,2739,-,1250,24124,20432,13095.21,1810
2019,EU27_2020,(221) Valle d'Aosta,(3) Wine,(3) 25 000 - < 50 000 EUR,1.5,3.53,0,81305,2.31,72664,20593.04,0,35244,7012,1597.41,95,354,1562,3626,-,2036,72344,57616,38394.86,4155
2019,EU27_2020,(221) Valle d'Aosta,(3) Wine,(4) 50 000 - < 100 000 EUR,3.22,6.38,4.86,281625,2.2,267414,41892.51,6073,127767,35305,4875.74,1556,773,3633,25162,621.78,5558,207608,195246,60630.97,6215
2019,EU27_2020,(221) Valle d'Aosta,(3) Wine,(5) 100 000 - < 500 000 EUR,13.47,20.68,0,1256242,1.42,1248700,60396.59,0,887349,172137,8321.89,9931,12953,9093,140079,-,27676,842469,731623,54334.77,15663
2019,EU27_2020,(221) Valle d'Aosta,(4) Other permanent crops,(2) 8 000 - < 25 000 EUR,0.84,1.37,0,34362,1.87,34362,25081.75,0,18417,5409,3948.18,20,400,401,4588,-,977,22114,18819,22403.57,600
2019,EU27_2020,(221) Valle d'Aosta,(4) Other permanent crops,(3) 25 000 - < 50 000 EUR,1.23,3.32,0,74098,2.02,73962,22255.27,0,36691,7782,2338.72,133,18,1290,6332,-,2509,59555,47955,39030.26,3336
2019,EU27_2020,(221) Valle d'Aosta,(4) Other permanent crops,(4) 50 000 - < 100 000 EUR,3.12,8.28,0,235364,1.56,163469,19748.63,18,150901,65112,2108.88,572,3089,7831,5965,-,8348,164320,139386,44610.98,19412
2019,EU27_2020,(221) Valle d'Aosta,(5) Milk,(2) 8 000 - < 25 000 EUR,2,9.14,10.64,19214,0.92,4696,513.79,14518,20960,10319,82.22,0,725,0,27,568.12,1553,10060,6403,3193.52,7631
2019,EU27_2020,(221) Valle d'Aosta,(5) Milk,(3) 25 000 - < 50 000 EUR,1.75,19.59,32.55,49991,0.91,9364,477.97,32449,54889,24079,97.91,12,1700,3,203,545.83,3580,35222,21513,12316.13,19813
2019,EU27_2020,(221) Valle d'Aosta,(5) Milk,(4) 50 000 - < 100 000 EUR,2.46,98.92,54.6,102033,1.09,15634,158.04,83035,93328,51403,35.27,14,3199,40,236,635.43,5450,78765,64511,26212.26,41414
2019,EU27_2020,(221) Valle d'Aosta,(5) Milk,(5) 100 000 - < 500 000 EUR,3.93,183.83,91.46,221667,1.12,26673,145.1,190484,197116,116963,37.89,99,6252,166,450,637.65,8334,151459,132949,33794.64,67838
2019,EU27_2020,(221) Valle d'Aosta,(6) Other grazing livestock,(2) 8 000 - < 25 000 EUR,1.84,21.85,15.82,24416,0.92,5583,255.51,18013,26541,14420,67.05,0,1400,0,65,510.91,1860,20349,14029,7624.2,14530
2019,EU27_2020,(221) Valle d'Aosta,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,1.34,33.46,15.1,21874,0.94,7851,234.62,13668,23159,11277,29.68,6,860,0,127,545.9,2363,22353,19087,14230.46,16276
2019,EU27_2020,(221) Valle d'Aosta,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,2.04,113.67,32.71,114997,1.21,23069,202.95,88488,95402,58363,30.3,441,2745,6,252,856.99,4064,81288,70689,34614.39,37378
2019,EU27_2020,(221) Valle d'Aosta,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,3.26,263.36,59,119158,0.96,23298,88.47,78956,123517,69797,16.37,0,4135,0,176,699.29,6657,104446,93904,28793.72,71289
2019,EU27_2020,(221) Valle d'Aosta,(8) Mixed,(2) 8 000 - < 25 000 EUR,1,2.09,1.47,19307,1.36,7846,3754.07,5624,14209,7198,592.34,207,531,300,200,1427.21,1045,7666,6835,6835.47,1924
2019,EU27_2020,(221) Valle d'Aosta,(8) Mixed,(3) 25 000 - < 50 000 EUR,1.03,56.57,9.6,31269,4.23,29570,522.76,1699,7388,5473,44.51,1250,863,330,75,307.86,712,31737,31573,30505.42,7730
2019,EU27_2020,(221) Valle d'Aosta,(8) Mixed,(4) 50 000 - < 100 000 EUR,3.51,2.99,14,113552,1.14,51353,17174.92,62199,99994,52365,7112.04,3000,1045,600,16620,2221.43,5727,35850,23440,6678.06,1257
2019,EU27_2020,(221) Valle d'Aosta,(8) Mixed,(5) 100 000 - < 500 000 EUR,2.8,20.37,56.59,171717,1.13,133110,6534.61,37719,152046,41492,725.33,494,7936,6345,0,472.12,10925,127757,81958,29270.79,24557
2019,EU27_2020,(380) Ireland,(1) Fieldcrops,(2) 8 000 - < 25 000 EUR,0.25,17.54,2.67,18091,1.04,17227,982.13,788,17441,8070,447.61,1375,3763,2629,84,82.04,363,7734,7650,31223.01,5033
2019,EU27_2020,(380) Ireland,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,0.7,29.16,4.6,36132,0.95,33374,1144.55,2429,37921,15586,480.19,2240,7233,4304,226,344.3,1670,17841,13961,20040.29,13676
2019,EU27_2020,(380) Ireland,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,0.96,58.73,14.62,91804,1.2,75821,1291.02,10402,76770,35013,489.72,4973,14336,9065,387,427.52,6251,53263,44540,46542.09,24968
2019,EU27_2020,(380) Ireland,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,1.92,129.84,28.81,216376,1.24,190912,1470.31,16312,174932,76630,513.04,9621,30784,22838,3372,347.57,9518,129189,115541,60160.64,43237
2019,EU27_2020,(380) Ireland,(1) Fieldcrops,(6) >= 500 000 EUR,3.26,810,0,1639955,1.41,1617205,1996.55,0,1161197,428609,529.15,69512,235155,123942,0,-,78269,1254645,1143913,350953.53,273580
2019,EU27_2020,(380) Ireland,(5) Milk,(2) 8 000 - < 25 000 EUR,1.07,7.95,12.15,11524,0.87,1600,201.26,9924,13282,8075,152.58,0,1099,0,114,564.73,1486,-552,-552,-515.43,1653
2019,EU27_2020,(380) Ireland,(5) Milk,(3) 25 000 - < 50 000 EUR,1.18,20.16,25.62,37571,1.08,2573,127.64,34990,34674,20617,126.2,0,2340,85,120,705.47,2568,11464,9189,7787.16,6800
2019,EU27_2020,(380) Ireland,(5) Milk,(4) 50 000 - < 100 000 EUR,1.25,33.26,54.61,77399,1.16,7632,229.45,69535,66685,42009,210.75,167,6029,260,554,640.88,3815,28851,23445,18702.4,11430
2019,EU27_2020,(380) Ireland,(5) Milk,(5) 100 000 - < 500 000 EUR,1.69,66.89,145.09,233913,1.25,18298,273.57,214258,186478,114620,285.52,588,16772,606,1133,658.38,7937,103868,86337,51036.93,22457
2019,EU27_2020,(380) Ireland,(5) Milk,(6) >= 500 000 EUR,3.71,162.61,427.71,758298,1.18,48728,299.66,707134,641196,387273,358.63,1652,52444,1487,2734,769.11,22413,324472,280264,75472.04,51481
2019,EU27_2020,(380) Ireland,(6) Other grazing livestock,(2) 8 000 - < 25 000 EUR,0.84,26.89,24.13,16981,0.79,3214,119.51,12812,21560,10241,69.24,40,1498,70,254,347.25,1484,9491,7386,8776.06,12208
2019,EU27_2020,(380) Ireland,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,1.12,48.06,56.05,38704,0.88,6119,127.32,31451,44063,22972,91.69,183,3602,129,492,331.17,2754,22209,17799,15863.27,22797
2019,EU27_2020,(380) Ireland,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,1.41,80.56,113.02,75860,0.93,11085,137.6,64337,81935,46133,108.23,528,6984,462,745,331.05,4251,39578,31617,22404.29,35087
2019,EU27_2020,(380) Ireland,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,1.82,132.59,221.8,200481,1.05,24996,188.52,171967,191288,111810,165.16,1225,17691,1496,1486,405.37,9106,93323,76089,41797.92,52698
2019,EU27_2020,(380) Ireland,(7) Granivores,(5) 100 000 - < 500 000 EUR,1.78,0,475.05,508538,1.09,0,-,508538,467081,406397,-,0,0,0,0,855.48,4216,86741,65850,36926.66,0
2019,EU27_2020,(380) Ireland,(7) Granivores,(6) >= 500 000 EUR,3.31,0,2281.99,1963419,1.1,0,-,1963419,1791394,1467302,-,0,0,0,0,642.99,46036,350262,292554,88265.63,0
2019,EU27_2020,(380) Ireland,(8) Mixed,(2) 8 000 - < 25 000 EUR,1.06,17.73,10.81,14865,0.99,9155,516.32,5689,15032,6035,172.96,819,1442,541,265,274.65,1056,11397,9326,8796.97,10011
2019,EU27_2020,(380) Ireland,(8) Mixed,(3) 25 000 - < 50 000 EUR,1.14,35.36,25.17,41039,1.07,24777,700.7,14473,38389,19800,348.31,1882,6528,3275,632,297.37,2452,23047,18238,16045.13,17462
2019,EU27_2020,(380) Ireland,(8) Mixed,(4) 50 000 - < 100 000 EUR,1.22,71.28,65.34,97726,1,51142,717.44,44689,97311,48898,329.76,4185,13129,5096,1097,388.36,5870,51377,40891,33457.32,35589
2019,EU27_2020,(380) Ireland,(8) Mixed,(5) 100 000 - < 500 000 EUR,2.35,122.63,138.38,255877,1.04,114325,932.26,141288,246925,132189,448.93,8728,30194,13944,2187,557.41,13730,119336,92525,39338.5,54328
2019,EU27_2020,(380) Ireland,(8) Mixed,(6) >= 500 000 EUR,4.74,134.91,957.15,1088580,1.06,49868,369.64,1030084,1029950,744000,330.66,693,38912,795,4209,730.7,34656,255689,205010,43214.29,46091
2019,EU27_2020,(244) Friuli-Venezia Giulia,(1) Fieldcrops,(2) 8 000 - < 25 000 EUR,0.81,9.5,0.06,21063,1.53,10693,1126.07,3228,13744,5046,419.36,1371,1441,926,244,1878.71,1999,13547,10468,12997.93,2933
2019,EU27_2020,(244) Friuli-Venezia Giulia,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,1.2,19.1,0.3,39129,1.29,27440,1436.89,1497,30367,13064,516.24,3074,4072,1853,860,1685.4,3541,22279,17904,14869.24,6758
2019,EU27_2020,(244) Friuli-Venezia Giulia,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,1.38,30.94,0.54,70170,1.32,55811,1803.63,1189,53042,24632,661.68,6916,7684,3756,2119,1052.18,6873,39046,31987,23131.47,10629
2019,EU27_2020,(244) Friuli-Venezia Giulia,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,2.39,78.32,2.2,180995,1.31,144557,1845.7,1127,138605,59048,604.96,15285,17919,10335,3842,853.83,13081,111894,91843,38493.16,26441
2019,EU27_2020,(244) Friuli-Venezia Giulia,(1) Fieldcrops,(6) >= 500 000 EUR,4.69,494.9,0,2014692,1.29,779435,1574.94,221965,1560114,693485,509.98,80516,110117,56764,4993,-,60619,1318421,863839,184157.26,151340
2019,EU27_2020,(244) Friuli-Venezia Giulia,(2) Horticulture,(3) 25 000 - < 50 000 EUR,1.23,3.15,0,47453,2.03,4330,1374.6,0,23349,7700,144.44,101,48,40,266,-,1121,32366,31734,25800,1779
2019,EU27_2020,(244) Friuli-Venezia Giulia,(2) Horticulture,(4) 50 000 - < 100 000 EUR,1.73,1.77,0.04,79209,1.48,65742,37142.6,43,53568,21381,11239.77,11995,1048,561,6290,972.22,5165,45873,36930,21294.44,144
2019,EU27_2020,(244) Friuli-Venezia Giulia,(2) Horticulture,(5) 100 000 - < 500 000 EUR,2.57,14.38,0,127043,1.45,119940,8343.63,0,87373,42645,2930.78,20200,14085,2275,5570,-,4442,78019,70767,27491.75,5112
2019,EU27_2020,(244) Friuli-Venezia Giulia,(2) Horticulture,(6) >= 500 000 EUR,7.37,38.2,0,722759,1.35,671116,17569.83,0,534946,271745,7102.76,103034,86139,31803,50328,-,16146,445764,398407,54090.54,40353
2019,EU27_2020,(244) Friuli-Venezia Giulia,(3) Wine,(2) 8 000 - < 25 000 EUR,0.78,2.27,0.11,24336,2.11,12517,5519.43,410,11546,4986,1118.52,130,511,956,940,1536.48,1354,16786,13458,17175.66,689
2019,EU27_2020,(244) Friuli-Venezia Giulia,(3) Wine,(3) 25 000 - < 50 000 EUR,1.13,4,0.42,40818,1.76,27448,6866.78,451,23157,7789,1272.61,190,1034,1736,2128,506.51,2167,30340,25024,22232.64,1720
2019,EU27_2020,(244) Friuli-Venezia Giulia,(3) Wine,(4) 50 000 - < 100 000 EUR,1.44,8.04,0.03,78149,1.7,71643,8908.35,72,45840,18415,2156.62,624,1772,2886,12062,761.11,3462,55357,46946,32536.5,6801
2019,EU27_2020,(244) Friuli-Venezia Giulia,(3) Wine,(5) 100 000 - < 500 000 EUR,2.99,19.67,0.56,297386,1.59,279207,14196.25,7037,186568,72139,3511.2,1473,5757,9733,52093,645.31,10409,194902,164957,55116.69,13748
2019,EU27_2020,(244) Friuli-Venezia Giulia,(3) Wine,(6) >= 500 000 EUR,5.84,60.04,0,721168,1.76,702827,11706.63,0,410582,171758,2766.5,8278,6943,27381,123490,-,18788,478612,420945,72054.24,22669
2019,EU27_2020,(244) Friuli-Venezia Giulia,(4) Other permanent crops,(2) 8 000 - < 25 000 EUR,0.79,3.02,0,13627,2.02,13627,4519.73,0,6761,1852,614.1,0,1054,687,112,-,1340,9910,8683,10921.38,1112
2019,EU27_2020,(244) Friuli-Venezia Giulia,(4) Other permanent crops,(3) 25 000 - < 50 000 EUR,1.01,5.53,0,40512,1.44,19849,3591.97,14332,28096,11490,977.42,345,1688,2232,1136,-,3128,23742,14868,14681.91,2602
2019,EU27_2020,(244) Friuli-Venezia Giulia,(4) Other permanent crops,(4) 50 000 - < 100 000 EUR,1.09,11.1,0,44468,1.17,28968,2610.48,0,38137,11736,1012.57,1146,2966,4401,2723,-,3382,20339,11818,10822.37,3619
2019,EU27_2020,(244) Friuli-Venezia Giulia,(4) Other permanent crops,(5) 100 000 - < 500 000 EUR,2.35,27.33,0,96778,1.27,94961,3474.62,0,76177,25727,930.75,1454,7888,8648,7448,-,10078,67401,48712,20765.34,19234
2019,EU27_2020,(244) Friuli-Venezia Giulia,(5) Milk,(2) 8 000 - < 25 000 EUR,1.21,7.32,4.46,17966,0.95,4720,644.52,13246,18873,10223,186.62,162,601,526,78,1162.66,1495,4608,3932,3249.49,4469
2019,EU27_2020,(244) Friuli-Venezia Giulia,(5) Milk,(3) 25 000 - < 50 000 EUR,1.06,12.01,12.7,44214,1.04,9254,770.82,33996,42319,28897,233.32,505,1646,214,436,868.52,2668,15305,10069,9529.49,6821
2019,EU27_2020,(244) Friuli-Venezia Giulia,(5) Milk,(4) 50 000 - < 100 000 EUR,1.51,24.71,24.69,84313,1.14,13243,536.05,60675,74210,38005,157.01,942,2012,379,546,694.3,4771,42533,30437,20145.97,10800
2019,EU27_2020,(244) Friuli-Venezia Giulia,(5) Milk,(5) 100 000 - < 500 000 EUR,2.03,47.76,95.34,213912,1.27,51715,1082.79,158489,168036,113180,387.88,5809,8299,2441,1977,986,15375,94420,80873,39909.79,25208
2019,EU27_2020,(244) Friuli-Venezia Giulia,(5) Milk,(6) >= 500 000 EUR,4.46,98.35,277.11,650109,1.42,146323,1487.72,499535,457387,301614,543.5,13103,24463,10237,5653,894.13,34175,298914,268212,60156.52,49877
2019,EU27_2020,(244) Friuli-Venezia Giulia,(6) Other grazing livestock,(2) 8 000 - < 25 000 EUR,1.27,11.66,3.34,22932,0.98,7793,668.33,2664,23481,7741,90.89,88,464,103,406,1401.8,2447,18325,10869,8577.3,7166
2019,EU27_2020,(244) Friuli-Venezia Giulia,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,1.33,8.12,9.92,48835,1.2,2843,350.02,41074,40808,27178,139.89,128,652,114,242,1425.5,2591,18150,13372,10029.03,5360
2019,EU27_2020,(244) Friuli-Venezia Giulia,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,1.27,34.51,24.56,103301,1.48,11762,340.88,66062,69862,46448,132.57,1149,2592,413,420,629.86,3819,68186,63035,49533.18,19512
2019,EU27_2020,(244) Friuli-Venezia Giulia,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,2.91,98.9,69.83,160727,1.4,26984,272.83,113869,114530,72229,80.62,885,2495,1251,3343,414.06,11028,115548,97561,33487.84,46981
2019,EU27_2020,(244) Friuli-Venezia Giulia,(7) Granivores,(3) 25 000 - < 50 000 EUR,4.24,4.75,9.55,211353,1.83,24693,5198.53,35313,115193,47309,1667.37,4852,892,50,2126,2159.9,6342,153166,144937,34183.25,0
2019,EU27_2020,(244) Friuli-Venezia Giulia,(7) Granivores,(4) 50 000 - < 100 000 EUR,1.06,7.91,20.43,89887,1.25,9515,1202.44,78701,72118,54204,278.77,700,763,646,98,2535.4,4460,29777,22835,21542.14,2206
2019,EU27_2020,(244) Friuli-Venezia Giulia,(7) Granivores,(5) 100 000 - < 500 000 EUR,2.34,23.97,103.8,286059,1.77,23727,989.86,200238,161664,111238,468.3,4371,4420,2126,308,894.63,11726,155413,145293,61978.27,6934
2019,EU27_2020,(244) Friuli-Venezia Giulia,(7) Granivores,(6) >= 500 000 EUR,2.25,32.01,1018.18,510835,1.92,53360,1666.81,314964,265493,152809,615.82,5460,6960,5321,1973,123.13,32074,307905,277351,123100.46,12322
2019,EU27_2020,(244) Friuli-Venezia Giulia,(8) Mixed,(2) 8 000 - < 25 000 EUR,0.73,3.48,4.68,5956,0.66,4245,1221.44,1711,9028,4147,624.46,581,671,684,235,422.78,940,-960,-1921,-2649.49,1412
2019,EU27_2020,(244) Friuli-Venezia Giulia,(8) Mixed,(3) 25 000 - < 50 000 EUR,0.7,13.55,6.79,21325,1.14,13483,995.19,7663,18711,9993,359.64,1807,1967,945,154,531.21,2843,8519,7056,10051.5,3505
2019,EU27_2020,(244) Friuli-Venezia Giulia,(8) Mixed,(4) 50 000 - < 100 000 EUR,1.31,21.19,13.55,92320,1.46,32698,1543.21,21162,63058,28879,480.45,2129,5813,1762,476,879.36,6664,55440,44814,34082.7,5735
2019,EU27_2020,(244) Friuli-Venezia Giulia,(8) Mixed,(5) 100 000 - < 500 000 EUR,2.29,50.34,56.37,226809,1.43,85201,1692.44,118548,158441,94160,631.41,7496,11366,7283,5642,1033.76,15834,119249,104434,45533.39,20456
